"STATISTIC","Statistic Label","TLIST(A1)","Year","C03530V04258","Sector of Activity","C03066V03701","Size of Enterprise","UNIT","VALUE"
"TSA11C03","Value of Imports","2021","2021","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","99","Unknown","99","Unknown","Euro Million","4088"
"TSA11C03","Value of Imports","2021","2021","99","Unknown","-","All Enterprises","Euro Million","4088"
"TSA11C03","Value of Imports","2021","2021","-","All sectors","05","Micro (0 to 9)","Euro Million","17582"
"TSA11C03","Value of Imports","2021","2021","-","All sectors","01","Small (10 to 49)","Euro Million","18226"
"TSA11C03","Value of Imports","2021","2021","-","All sectors","02","Medium (50 to 249)","Euro Million","23289"
"TSA11C03","Value of Imports","2021","2021","-","All sectors","03","Large (250 or more)","Euro Million","38769"
"TSA11C03","Value of Imports","2021","2021","-","All sectors","99","Unknown","Euro Million","4088"
"TSA11C03","Value of Imports","2021","2021","-","All sectors","-","All Enterprises","Euro Million","101954"
"TSA11C03","Value of Imports","2022","2022","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","1145"
"TSA11C03","Value of Imports","2022","2022","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","384"
"TSA11C03","Value of Imports","2022","2022","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","1019"
"TSA11C03","Value of Imports","2022","2022","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","2783"
"TSA11C03","Value of Imports","2022","2022","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","5331"
"TSA11C03","Value of Imports","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","1322"
"TSA11C03","Value of Imports","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","696"
"TSA11C03","Value of Imports","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","1346"
"TSA11C03","Value of Imports","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","23931"
"TSA11C03","Value of Imports","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","27295"
"TSA11C03","Value of Imports","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","3161"
"TSA11C03","Value of Imports","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","2435"
"TSA11C03","Value of Imports","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","6455"
"TSA11C03","Value of Imports","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","20364"
"TSA11C03","Value of Imports","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","32414"
"TSA11C03","Value of Imports","2022","2022","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","11070"
"TSA11C03","Value of Imports","2022","2022","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","12439"
"TSA11C03","Value of Imports","2022","2022","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","11304"
"TSA11C03","Value of Imports","2022","2022","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","8460"
"TSA11C03","Value of Imports","2022","2022","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","43272"
"TSA11C03","Value of Imports","2022","2022","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","6130"
"TSA11C03","Value of Imports","2022","2022","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","4336"
"TSA11C03","Value of Imports","2022","2022","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","8884"
"TSA11C03","Value of Imports","2022","2022","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","7220"
"TSA11C03","Value of Imports","2022","2022","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","50","Services/other (49-98)","-","All Enterprises","Euro Million","26570"
"TSA11C03","Value of Imports","2022","2022","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C03","Value of Imports","2022","2022","99","Unknown","99","Unknown","Euro Million","5300"
"TSA11C03","Value of Imports","2022","2022","99","Unknown","-","All Enterprises","Euro Million","5300"
"TSA11C03","Value of Imports","2022","2022","-","All sectors","05","Micro (0 to 9)","Euro Million","22828"
"TSA11C03","Value of Imports","2022","2022","-","All sectors","01","Small (10 to 49)","Euro Million","20290"
"TSA11C03","Value of Imports","2022","2022","-","All sectors","02","Medium (50 to 249)","Euro Million","29007"
"TSA11C03","Value of Imports","2022","2022","-","All sectors","03","Large (250 or more)","Euro Million","62758"
"TSA11C03","Value of Imports","2022","2022","-","All sectors","99","Unknown","Euro Million","5300"
"TSA11C03","Value of Imports","2022","2022","-","All sectors","-","All Enterprises","Euro Million","140183"
"TSA11C04","Number of Importing Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","1194"
"TSA11C04","Number of Importing Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","305"
"TSA11C04","Number of Importing Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","139"
"TSA11C04","Number of Importing Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","43"
"TSA11C04","Number of Importing Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","1681"
"TSA11C04","Number of Importing Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","95"
"TSA11C04","Number of Importing Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","58"
"TSA11C04","Number of Importing Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","48"
"TSA11C04","Number of Importing Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","35"
"TSA11C04","Number of Importing Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","236"
"TSA11C04","Number of Importing Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","4687"
"TSA11C04","Number of Importing Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","1711"
"TSA11C04","Number of Importing Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","458"
"TSA11C04","Number of Importing Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","96"
"TSA11C04","Number of Importing Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","6952"
"TSA11C04","Number of Importing Enterprises","2017","2017","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","11278"
"TSA11C04","Number of Importing Enterprises","2017","2017","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","3124"
"TSA11C04","Number of Importing Enterprises","2017","2017","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","516"
"TSA11C04","Number of Importing Enterprises","2017","2017","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","86"
"TSA11C04","Number of Importing Enterprises","2017","2017","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","15004"
"TSA11C04","Number of Importing Enterprises","2017","2017","50","Services/other (49-98)","05","Micro (0 to 9)","Number","4846"
"TSA11C04","Number of Importing Enterprises","2017","2017","50","Services/other (49-98)","01","Small (10 to 49)","Number","1830"
"TSA11C04","Number of Importing Enterprises","2017","2017","50","Services/other (49-98)","02","Medium (50 to 249)","Number","665"
"TSA11C04","Number of Importing Enterprises","2017","2017","50","Services/other (49-98)","03","Large (250 or more)","Number","278"
"TSA11C04","Number of Importing Enterprises","2017","2017","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","50","Services/other (49-98)","-","All Enterprises","Number","7619"
"TSA11C04","Number of Importing Enterprises","2017","2017","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C04","Number of Importing Enterprises","2017","2017","99","Unknown","99","Unknown","Number","72"
"TSA11C04","Number of Importing Enterprises","2017","2017","99","Unknown","-","All Enterprises","Number","72"
"TSA11C04","Number of Importing Enterprises","2017","2017","-","All sectors","05","Micro (0 to 9)","Number","22100"
"TSA11C04","Number of Importing Enterprises","2017","2017","-","All sectors","01","Small (10 to 49)","Number","7028"
"TSA11C04","Number of Importing Enterprises","2017","2017","-","All sectors","02","Medium (50 to 249)","Number","1826"
"TSA11C04","Number of Importing Enterprises","2017","2017","-","All sectors","03","Large (250 or more)","Number","538"
"TSA11C04","Number of Importing Enterprises","2017","2017","-","All sectors","99","Unknown","Number","72"
"TSA11C04","Number of Importing Enterprises","2017","2017","-","All sectors","-","All Enterprises","Number","31564"
"TSA11C04","Number of Importing Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","1268"
"TSA11C04","Number of Importing Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","310"
"TSA11C04","Number of Importing Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","136"
"TSA11C04","Number of Importing Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","47"
"TSA11C04","Number of Importing Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","1761"
"TSA11C04","Number of Importing Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","101"
"TSA11C04","Number of Importing Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","51"
"TSA11C04","Number of Importing Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","51"
"TSA11C04","Number of Importing Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","34"
"TSA11C04","Number of Importing Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","237"
"TSA11C04","Number of Importing Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","4856"
"TSA11C04","Number of Importing Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","1724"
"TSA11C04","Number of Importing Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","489"
"TSA11C04","Number of Importing Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","99"
"TSA11C04","Number of Importing Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","7168"
"TSA11C04","Number of Importing Enterprises","2018","2018","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","10996"
"TSA11C04","Number of Importing Enterprises","2018","2018","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","3142"
"TSA11C04","Number of Importing Enterprises","2018","2018","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","514"
"TSA11C04","Number of Importing Enterprises","2018","2018","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","94"
"TSA11C04","Number of Importing Enterprises","2018","2018","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","14746"
"TSA11C04","Number of Importing Enterprises","2018","2018","50","Services/other (49-98)","05","Micro (0 to 9)","Number","4881"
"TSA11C04","Number of Importing Enterprises","2018","2018","50","Services/other (49-98)","01","Small (10 to 49)","Number","1841"
"TSA11C04","Number of Importing Enterprises","2018","2018","50","Services/other (49-98)","02","Medium (50 to 249)","Number","683"
"TSA11C04","Number of Importing Enterprises","2018","2018","50","Services/other (49-98)","03","Large (250 or more)","Number","320"
"TSA11C04","Number of Importing Enterprises","2018","2018","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","50","Services/other (49-98)","-","All Enterprises","Number","7725"
"TSA11C04","Number of Importing Enterprises","2018","2018","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C04","Number of Importing Enterprises","2018","2018","99","Unknown","99","Unknown","Number","82"
"TSA11C04","Number of Importing Enterprises","2018","2018","99","Unknown","-","All Enterprises","Number","82"
"TSA11C04","Number of Importing Enterprises","2018","2018","-","All sectors","05","Micro (0 to 9)","Number","22102"
"TSA11C04","Number of Importing Enterprises","2018","2018","-","All sectors","01","Small (10 to 49)","Number","7068"
"TSA11C04","Number of Importing Enterprises","2018","2018","-","All sectors","02","Medium (50 to 249)","Number","1873"
"TSA11C04","Number of Importing Enterprises","2018","2018","-","All sectors","03","Large (250 or more)","Number","594"
"TSA11C04","Number of Importing Enterprises","2018","2018","-","All sectors","99","Unknown","Number","82"
"TSA11C04","Number of Importing Enterprises","2018","2018","-","All sectors","-","All Enterprises","Number","31719"
"TSA11C04","Number of Importing Enterprises","2019","2019","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","2017"
"TSA11C04","Number of Importing Enterprises","2019","2019","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","324"
"TSA11C04","Number of Importing Enterprises","2019","2019","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","136"
"TSA11C04","Number of Importing Enterprises","2019","2019","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","52"
"TSA11C04","Number of Importing Enterprises","2019","2019","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","2529"
"TSA11C04","Number of Importing Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","130"
"TSA11C04","Number of Importing Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","52"
"TSA11C04","Number of Importing Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","49"
"TSA11C04","Number of Importing Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","35"
"TSA11C04","Number of Importing Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","266"
"TSA11C04","Number of Importing Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","7518"
"TSA11C04","Number of Importing Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","1839"
"TSA11C04","Number of Importing Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","492"
"TSA11C04","Number of Importing Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","101"
"TSA11C04","Number of Importing Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","9950"
"TSA11C04","Number of Importing Enterprises","2019","2019","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","12435"
"TSA11C04","Number of Importing Enterprises","2019","2019","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","3197"
"TSA11C04","Number of Importing Enterprises","2019","2019","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","528"
"TSA11C04","Number of Importing Enterprises","2019","2019","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","93"
"TSA11C04","Number of Importing Enterprises","2019","2019","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","16253"
"TSA11C04","Number of Importing Enterprises","2019","2019","50","Services/other (49-98)","05","Micro (0 to 9)","Number","8516"
"TSA11C04","Number of Importing Enterprises","2019","2019","50","Services/other (49-98)","01","Small (10 to 49)","Number","2391"
"TSA11C04","Number of Importing Enterprises","2019","2019","50","Services/other (49-98)","02","Medium (50 to 249)","Number","787"
"TSA11C04","Number of Importing Enterprises","2019","2019","50","Services/other (49-98)","03","Large (250 or more)","Number","344"
"TSA11C04","Number of Importing Enterprises","2019","2019","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","50","Services/other (49-98)","-","All Enterprises","Number","12038"
"TSA11C04","Number of Importing Enterprises","2019","2019","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C04","Number of Importing Enterprises","2019","2019","99","Unknown","99","Unknown","Number","191"
"TSA11C04","Number of Importing Enterprises","2019","2019","99","Unknown","-","All Enterprises","Number","191"
"TSA11C04","Number of Importing Enterprises","2019","2019","-","All sectors","05","Micro (0 to 9)","Number","30616"
"TSA11C04","Number of Importing Enterprises","2019","2019","-","All sectors","01","Small (10 to 49)","Number","7803"
"TSA11C04","Number of Importing Enterprises","2019","2019","-","All sectors","02","Medium (50 to 249)","Number","1992"
"TSA11C04","Number of Importing Enterprises","2019","2019","-","All sectors","03","Large (250 or more)","Number","625"
"TSA11C04","Number of Importing Enterprises","2019","2019","-","All sectors","99","Unknown","Number","191"
"TSA11C04","Number of Importing Enterprises","2019","2019","-","All sectors","-","All Enterprises","Number","41227"
"TSA11C04","Number of Importing Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","2083"
"TSA11C04","Number of Importing Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","319"
"TSA11C04","Number of Importing Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","148"
"TSA11C04","Number of Importing Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","54"
"TSA11C04","Number of Importing Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","2604"
"TSA11C04","Number of Importing Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","133"
"TSA11C04","Number of Importing Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","56"
"TSA11C04","Number of Importing Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","48"
"TSA11C04","Number of Importing Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","37"
"TSA11C04","Number of Importing Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","274"
"TSA11C04","Number of Importing Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","7670"
"TSA11C04","Number of Importing Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","1820"
"TSA11C04","Number of Importing Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","496"
"TSA11C04","Number of Importing Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","107"
"TSA11C04","Number of Importing Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","10093"
"TSA11C04","Number of Importing Enterprises","2020","2020","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","13273"
"TSA11C04","Number of Importing Enterprises","2020","2020","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","3079"
"TSA11C04","Number of Importing Enterprises","2020","2020","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","551"
"TSA11C04","Number of Importing Enterprises","2020","2020","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","92"
"TSA11C04","Number of Importing Enterprises","2020","2020","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","16995"
"TSA11C04","Number of Importing Enterprises","2020","2020","50","Services/other (49-98)","05","Micro (0 to 9)","Number","8498"
"TSA11C04","Number of Importing Enterprises","2020","2020","50","Services/other (49-98)","01","Small (10 to 49)","Number","2335"
"TSA11C04","Number of Importing Enterprises","2020","2020","50","Services/other (49-98)","02","Medium (50 to 249)","Number","769"
"TSA11C04","Number of Importing Enterprises","2020","2020","50","Services/other (49-98)","03","Large (250 or more)","Number","336"
"TSA11C04","Number of Importing Enterprises","2020","2020","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","50","Services/other (49-98)","-","All Enterprises","Number","11938"
"TSA11C04","Number of Importing Enterprises","2020","2020","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C04","Number of Importing Enterprises","2020","2020","99","Unknown","99","Unknown","Number","2"
"TSA11C04","Number of Importing Enterprises","2020","2020","99","Unknown","-","All Enterprises","Number","2"
"TSA11C04","Number of Importing Enterprises","2020","2020","-","All sectors","05","Micro (0 to 9)","Number","31657"
"TSA11C04","Number of Importing Enterprises","2020","2020","-","All sectors","01","Small (10 to 49)","Number","7609"
"TSA11C04","Number of Importing Enterprises","2020","2020","-","All sectors","02","Medium (50 to 249)","Number","2012"
"TSA11C04","Number of Importing Enterprises","2020","2020","-","All sectors","03","Large (250 or more)","Number","626"
"TSA11C04","Number of Importing Enterprises","2020","2020","-","All sectors","99","Unknown","Number","2"
"TSA11C04","Number of Importing Enterprises","2020","2020","-","All sectors","-","All Enterprises","Number","41906"
"TSA11C04","Number of Importing Enterprises","2021","2021","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","2219"
"TSA11C04","Number of Importing Enterprises","2021","2021","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","421"
"TSA11C04","Number of Importing Enterprises","2021","2021","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","166"
"TSA11C04","Number of Importing Enterprises","2021","2021","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","59"
"TSA11C04","Number of Importing Enterprises","2021","2021","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","2865"
"TSA11C04","Number of Importing Enterprises","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","204"
"TSA11C04","Number of Importing Enterprises","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","59"
"TSA11C04","Number of Importing Enterprises","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","50"
"TSA11C04","Number of Importing Enterprises","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","38"
"TSA11C04","Number of Importing Enterprises","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C04","Number of Importing Enterprises","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","351"
"TSA11C04","Number of Importing Enterprises","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","8483"
